Grid_number,Grid_coordinates,Three_ways,Four_ways,Road_length,Walkability_ratio,District_name,Grid_type,Urban_percentage,Periurban_percentage,Rural_percentage,Class_label
16,"[13.11, 80.16]",60,17,18224.5313,0.3385,Chennai,Rejected,0.0,0.0,0.0,0.0
17,"[13.12, 80.16]",79,9,18149.73,0.5233,Chennai,Rejected,0.0,0.0,0.0,0.0
18,"[13.13, 80.16]",124,21,21727.8431,0.5754,Chennai,Rejected,0.0,0.0,0.0,0.0
19,"[12.95, 80.17]",125,17,19892.8697,0.6366,Chennai,Rejected,0.0,0.0,0.0,0.0
20,"[12.96, 80.17]",83,15,16205.7583,0.5919,Chennai,Rejected,0.0,0.0,0.0,0.0
21,"[12.97, 80.17]",28,2,8514.6015,0.3652,Chennai,Rejected,0.0,0.0,0.0,0.0
22,"[12.98, 80.17]",73,8,14511.3723,0.3873,Chennai,Rejected,0.0,0.0,0.0,0.0
23,"[12.99, 80.17]",4,1,2211.3209,0.1776,Chennai,Rejected,0.0,0.0,0.0,0.0
24,"[13.0, 80.17]",2,1,1969.7466,0.2754,Chennai,Rejected,0.0,0.0,0.0,0.0
25,"[13.01, 80.17]",104,9,14942.8027,0.5866,Chennai,Rejected,0.0,0.054785,0.41198,0.0
26,"[13.02, 80.17]",111,19,20448.6465,0.4627,Chennai,PeriUrban,0.0,0.692476,0.067202,1.0
27,"[13.03, 80.17]",188,32,25930.4659,0.6139,Chennai,PeriUrban,0.14463099999999998,0.802045,0.016801,2.0
28,"[13.04, 80.17]",157,39,25020.4451,0.593,Chennai,PeriUrban,0.0,0.582504,0.180654,2.0
29,"[13.05, 80.17]",202,38,30026.2983,0.6341,Chennai,PeriUrban,0.177502,0.346238,0.042367,2.0
30,"[13.06, 80.17]",144,34,23754.0241,0.5976,Chennai,Rejected,0.070855,0.219869,0.008766,0.0
31,"[13.07, 80.17]",71,15,13244.3528,0.5704,Chennai,Rejected,0.0,0.0,0.0,0.0
32,"[13.08, 80.17]",105,29,21760.8313,0.6188,Chennai,Rejected,0.0,0.0,0.0,0.0
33,"[13.09, 80.17]",68,14,15761.2395,0.6297,Chennai,Rejected,0.0,0.0,0.0,0.0
34,"[13.1, 80.17]",50,5,12895.8029,0.5865,Chennai,Rejected,0.0,0.0,0.0,0.0
35,"[13.11, 80.17]",13,2,6120.8326,0.3937,Chennai,Rejected,0.0,0.0,0.0,0.0
36,"[13.12, 80.17]",47,3,7436.4506,0.3483,Chennai,Rejected,0.0,0.0,0.0,0.0
37,"[13.13, 80.17]",147,21,23909.0873,0.5355,Chennai,Rejected,0.0,0.0,0.0,0.0
38,"[12.95, 80.18]",121,22,21797.8096,0.5969,Chennai,Rejected,0.0,0.0,0.0,0.0
39,"[12.96, 80.18]",165,19,22054.1325,0.614,Chennai,Rejected,0.0,0.0,0.0,0.0
40,"[12.97, 80.18]",230,47,30245.8921,0.6671,Chennai,Rejected,0.0,0.0,0.0,0.0
41,"[12.98, 80.18]",147,31,24452.3114,0.6394,Chennai,Rejected,0.0,0.0,0.0,0.0
42,"[12.99, 80.18]",55,7,13618.4788,0.2625,Chennai,Rejected,0.0,0.0,0.00073,0.0
43,"[13.0, 80.18]",15,2,5685.1269999999995,0.3914,Chennai,Rejected,0.0,0.0,0.164354,0.0
44,"[13.01, 80.18]",76,20,15073.9448,0.5383,Chennai,Rural,0.0,0.0,0.606282,0.0
45,"[13.02, 80.18]",105,19,19061.1121,0.5454,Chennai,PeriUrban,0.0,0.656684,0.343316,2.0
46,"[13.03, 80.18]",220,25,26849.041,0.6299,Chennai,PeriUrban,0.200146,0.799854,0.0,2.0
47,"[13.04, 80.18]",202,41,27693.6142,0.6452,Chennai,PeriUrban,0.10526300000000001,0.8947370000000001,0.0,2.0
48,"[13.05, 80.18]",242,41,31723.5855,0.5871,Chennai,Urban,0.9481370000000001,0.051863,0.0,5.0
49,"[13.06, 80.18]",186,29,26134.0942,0.5741,Chennai,Urban,0.52447,0.46457299999999996,0.0,3.0
50,"[13.07, 80.18]",148,27,25545.16,0.5472,Chennai,PeriUrban,0.016801,0.719503,0.04748,2.0
51,"[13.08, 80.18]",217,43,31902.0168,0.626,Chennai,PeriUrban,0.208912,0.525201,0.070855,2.0
52,"[13.09, 80.18]",149,20,23310.8318,0.6232,Chennai,PeriUrban,0.0,0.565376,0.04821,2.0
53,"[13.1, 80.18]",105,18,20452.8622,0.5057,Chennai,Rejected,0.0,0.06939400000000001,0.016069999999999997,0.0
54,"[13.11, 80.18]",127,15,19721.141,0.5236,Chennai,Rejected,0.0,0.0,0.005113,0.0
55,"[13.12, 80.18]",24,3,6452.5899,0.2092,Chennai,Rejected,0.0,0.0,0.0,0.0
56,"[13.13, 80.18]",24,5,10833.7339,0.3,Chennai,Rejected,0.0,0.0,0.0,0.0
57,"[12.95, 80.19]",164,30,26549.7527,0.5175,Chennai,Rejected,0.0,0.0,0.0,0.0
58,"[12.96, 80.19]",183,19,24975.3073,0.6605,Chennai,PeriUrban,0.0,0.527392,0.085464,2.0
59,"[12.97, 80.19]",188,39,27487.8205,0.6225,Chennai,PeriUrban,0.036523,0.6617970000000001,0.021183,2.0
60,"[12.98, 80.19]",178,37,27990.2095,0.6393,Chennai,Rejected,0.018992,0.28926199999999996,0.0,0.0
61,"[12.99, 80.19]",138,18,21927.467999999997,0.4849,Chennai,Rejected,0.0,0.156318,0.23813,0.0
62,"[13.0, 80.19]",75,13,15089.0285,0.5614,Chennai,Rural,0.0,0.198685,0.756757,0.0
63,"[13.01, 80.19]",108,11,17068.3642,0.5639,Chennai,Rural,0.0,0.17531,0.554419,0.0
64,"[13.02, 80.19]",56,4,10221.5788,0.3539,Chennai,Rural,0.0,0.281958,0.718042,0.0
65,"[13.03, 80.19]",198,26,27006.7905,0.5985,Chennai,PeriUrban,0.163623,0.836377,0.0,2.0
66,"[13.04, 80.19]",189,19,26205.2689,0.5869,Chennai,PeriUrban,0.383357,0.616643,0.0,3.0
67,"[13.05, 80.19]",180,33,27629.0302,0.6402,Chennai,PeriUrban,0.425858,0.574142,0.0,3.0
68,"[13.06, 80.19]",120,20,21719.1888,0.5962,Chennai,PeriUrban,0.247626,0.752374,0.0,2.0
69,"[13.07, 80.19]",104,19,21574.3432,0.4702,Chennai,PeriUrban,0.31775,0.68225,0.0,1.0
70,"[13.08, 80.19]",164,21,30046.793999999998,0.5503,Chennai,PeriUrban,0.10080399999999999,0.8991959999999999,0.0,2.0
71,"[13.09, 80.19]",163,19,25372.429,0.5658,Chennai,PeriUrban,0.0,0.959094,0.040906,2.0
72,"[13.1, 80.19]",97,11,17128.5859,0.4362,Chennai,PeriUrban,0.0,0.736304,0.263696,1.0
73,"[13.11, 80.19]",86,12,15324.36,0.4281,Chennai,Rejected,0.0,0.002191,0.328707,0.0
74,"[13.12, 80.19]",99,14,19469.663,0.4634,Chennai,Rejected,0.0,0.0,0.0,0.0
75,"[13.13, 80.19]",59,9,12610.5912,0.3602,Chennai,Rejected,0.0,0.0,0.0,0.0
76,"[12.95, 80.2]",117,21,24895.6173,0.5563,Chennai,Rural,0.0,0.306793,0.214025,0.0
77,"[12.96, 80.2]",158,40,26639.5607,0.6431,Chennai,PeriUrban,0.374726,0.6230829999999999,0.0,3.0
78,"[12.97, 80.2]",151,42,26656.6966,0.5931,Chennai,PeriUrban,0.263696,0.736304,0.0,3.0
79,"[12.98, 80.2]",195,46,28608.8715,0.652,Chennai,Urban,0.585829,0.41344,0.0,3.0
80,"[12.99, 80.2]",178,36,27520.1667,0.6346,Chennai,Urban,0.7874359999999999,0.19065,0.0,4.0
81,"[13.0, 80.2]",163,21,27383.3236,0.5726,Chennai,PeriUrban,0.39664,0.60336,0.0,3.0
82,"[13.01, 80.2]",149,24,23161.8827,0.6183,Chennai,PeriUrban,0.050401999999999995,0.938641,0.010957,2.0
83,"[13.02, 80.2]",151,21,23428.623,0.589,Chennai,PeriUrban,0.136596,0.813002,0.050401999999999995,2.0
84,"[13.03, 80.2]",154,35,24879.7128,0.6009,Chennai,PeriUrban,0.053324,0.751644,0.19503299999999998,2.0
85,"[13.04, 80.2]",188,26,27065.2114,0.5737,Chennai,PeriUrban,0.323613,0.6536270000000001,0.02276,3.0
86,"[13.05, 80.2]",169,22,25820.5908,0.6061,Chennai,Urban,0.812272,0.187728,0.0,5.0
87,"[13.06, 80.2]",118,22,21069.1294,0.3809,Chennai,PeriUrban,0.124178,0.875822,0.0,1.0
88,"[13.07, 80.2]",131,26,25491.5053,0.5434,Chennai,PeriUrban,0.44631099999999996,0.553689,0.0,3.0
89,"[13.08, 80.2]",126,35,25483.9301,0.5592,Chennai,PeriUrban,0.0,0.940833,0.059167,2.0
90,"[13.09, 80.2]",121,22,18074.7849,0.5876,Chennai,PeriUrban,0.0,0.943024,0.056976,2.0
91,"[13.1, 80.2]",215,34,29714.8691,0.6685,Chennai,PeriUrban,0.457999,0.5420010000000001,0.0,3.0
92,"[13.11, 80.2]",136,22,22350.1132,0.6064,Chennai,Rejected,0.009496,0.344047,0.124178,0.0
93,"[13.12, 80.2]",131,27,24161.7934,0.643,Chennai,Rejected,0.0,0.0,0.0,0.0
94,"[13.13, 80.2]",85,9,17032.619,0.5716,Chennai,Rejected,0.0,0.0,0.0,0.0
95,"[12.95, 80.21]",60,5,8646.0638,0.3929,Chennai,Rural,0.0,0.097151,0.43170200000000003,0.0
96,"[12.96, 80.21]",94,11,22648.73,0.5371,Chennai,PeriUrban,0.132213,0.669832,0.197955,2.0
97,"[12.97, 80.21]",204,30,29514.4875,0.5906,Chennai,Urban,0.656684,0.343316,0.0,3.0
98,"[12.98, 80.21]",176,18,25794.6456,0.5833,Chennai,PeriUrban,0.458729,0.5412710000000001,0.0,3.0
99,"[12.99, 80.21]",153,25,23157.7851,0.4465,Chennai,PeriUrban,0.241052,0.517896,0.241052,1.0
100,"[13.0, 80.21]",63,9,14434.5919,0.452,Chennai,Rural,0.0,0.324324,0.675676,0.0
101,"[13.01, 80.21]",109,11,16453.5176,0.5303,Chennai,Rural,0.004383,0.373265,0.622352,0.0
102,"[13.02, 80.21]",239,41,29302.9386,0.6406,Chennai,Urban,0.653762,0.346238,0.0,3.0
103,"[13.03, 80.21]",140,39,25504.3158,0.6664,Chennai,PeriUrban,0.044558,0.79401,0.161432,2.0
104,"[13.04, 80.21]",216,42,31114.9473,0.6556,Chennai,PeriUrban,0.475818,0.52276,0.001422,3.0
105,"[13.05, 80.21]",190,26,28628.2125,0.6602,Chennai,Urban,1.0,0.0,0.0,5.0
106,"[13.06, 80.21]",231,55,31728.9646,0.6214,Chennai,Urban,1.0,0.0,0.0,4.0
107,"[13.07, 80.21]",175,23,27099.7095,0.5626,Chennai,PeriUrban,0.46238100000000004,0.537619,0.0,3.0
108,"[13.08, 80.21]",100,47,25961.2213,0.6345,Chennai,PeriUrban,0.0,1.0,0.0,2.0
109,"[13.09, 80.21]",119,34,21721.0389,0.5929,Chennai,Rural,0.0,0.479912,0.520088,0.0
110,"[13.1, 80.21]",129,13,18773.6822,0.5739,Chennai,PeriUrban,0.019722,0.766253,0.214025,2.0
111,"[13.11, 80.21]",133,44,27451.2961,0.6286,Chennai,Rejected,0.0,0.24397399999999997,0.04748,0.0
112,"[13.12, 80.21]",77,13,16331.3172,0.5772,Chennai,Rejected,0.0,0.0,0.0,0.0
113,"[13.13, 80.21]",77,7,14623.1093,0.5036,Chennai,Rejected,0.0,0.0,0.0,0.0
114,"[12.95, 80.22]",3,1,3626.6546,0.4864,Chennai,Rejected,0.0,0.0,0.059898,0.0
115,"[12.96, 80.22]",6,2,4806.6015,0.2423,Chennai,Rural,0.0,0.17385,0.677137,0.0
116,"[12.97, 80.22]",196,26,29075.8653,0.6096,Chennai,PeriUrban,0.312637,0.6873630000000001,0.0,3.0
117,"[12.98, 80.22]",185,19,23920.1754,0.5879,Chennai,PeriUrban,0.065011,0.609204,0.325785,2.0
118,"[12.99, 80.22]",20,5,8849.0443,0.2938,Chennai,Rural,0.0,0.014609,0.985391,0.0
119,"[13.0, 80.22]",27,3,9617.5229,0.4702,Chennai,Rural,0.0,0.0,1.0,0.0
120,"[13.01, 80.22]",137,17,21608.3145,0.53,Chennai,PeriUrban,0.032871,0.47187700000000005,0.495252,2.0
121,"[13.02, 80.22]",204,40,30504.9868,0.561,Chennai,Urban,0.697589,0.28561,0.016801,3.0
122,"[13.03, 80.22]",195,29,26793.8572,0.5871,Chennai,Urban,0.989043,0.010957,0.0,5.0
123,"[13.04, 80.22]",134,34,25018.0539,0.6488,Chennai,Urban,0.5106689999999999,0.489331,0.0,3.0
124,"[13.05, 80.22]",180,41,28479.3792,0.6539,Chennai,PeriUrban,0.256392,0.743608,0.0,3.0
125,"[13.06, 80.22]",166,34,28458.2158,0.6186,Chennai,Urban,0.9327979999999999,0.067202,0.0,5.0
126,"[13.07, 80.22]",143,26,26630.4116,0.5734,Chennai,PeriUrban,0.496713,0.503287,0.0,3.0
127,"[13.08, 80.22]",125,46,25325.6441,0.6485,Chennai,PeriUrban,0.0,0.798393,0.20160699999999998,2.0
128,"[13.09, 80.22]",163,31,25813.5348,0.6233,Chennai,PeriUrban,0.081812,0.712929,0.20525900000000002,2.0
129,"[13.1, 80.22]",74,7,13465.3284,0.4234,Chennai,Rural,0.0,0.29875799999999997,0.701242,0.0
130,"[13.11, 80.22]",143,25,23664.7549,0.6857,Chennai,Rejected,0.0,0.119795,0.184076,0.0
131,"[13.12, 80.22]",133,23,22526.8535,0.6453,Chennai,Rejected,0.0,0.005843999999999999,0.020453,0.0
132,"[13.13, 80.22]",121,17,20435.7132,0.5924,Chennai,Rejected,0.0,0.0,0.0,0.0
133,"[12.95, 80.23]",103,14,17594.0572,0.5319,Chennai,Rejected,0.0,0.0,0.0,0.0
134,"[12.96, 80.23]",139,12,21136.9867,0.5868,Chennai,Rejected,0.0,0.046749,0.288532,0.0
135,"[12.97, 80.23]",158,42,28032.4438,0.6149,Chennai,PeriUrban,0.0,0.9561719999999999,0.043828,2.0
136,"[12.98, 80.23]",212,40,27942.6597,0.5836,Chennai,Rural,0.0,0.466764,0.5332359999999999,0.0
137,"[12.99, 80.23]",88,10,14880.6771,0.4554,Chennai,Rural,0.0,0.0,1.0,0.0
138,"[13.0, 80.23]",95,10,17086.72,0.4997,Chennai,Rural,0.0,0.0,1.0,0.0
139,"[13.01, 80.23]",77,3,12886.442,0.3907,Chennai,Rural,0.0,0.0,1.0,0.0
140,"[13.02, 80.23]",81,14,17351.668,0.4341,Chennai,Rural,0.0036520000000000003,0.25200900000000004,0.7443390000000001,0.0
141,"[13.03, 80.23]",124,29,24899.2018,0.6748,Chennai,PeriUrban,0.322133,0.6764060000000001,0.0014609999999999998,3.0
142,"[13.04, 80.23]",133,40,27264.077999999998,0.6525,Chennai,PeriUrban,0.053342999999999995,0.946657,0.0,2.0
143,"[13.05, 80.23]",159,20,26656.5681,0.5327,Chennai,PeriUrban,0.0,0.9437549999999999,0.056245,2.0
144,"[13.06, 80.23]",136,21,21820.9757,0.4537,Chennai,Rural,0.0,0.406866,0.593134,0.0
145,"[13.07, 80.23]",94,17,17832.5355,0.5622,Chennai,PeriUrban,0.0,0.638422,0.361578,2.0
146,"[13.08, 80.23]",121,24,19762.9705,0.5854,Chennai,Rural,0.0,0.422936,0.577064,0.0
147,"[13.09, 80.23]",143,21,21482.0348,0.6394,Chennai,PeriUrban,0.25712199999999996,0.656684,0.086194,2.0
148,"[13.1, 80.23]",68,12,12254.5167,0.4644,Chennai,PeriUrban,0.0,0.8181149999999999,0.181885,1.0
149,"[13.11, 80.23]",177,35,27225.1446,0.6622,Chennai,PeriUrban,0.437546,0.55588,0.0,3.0
150,"[13.12, 80.23]",113,29,19620.4717,0.5532,Chennai,Rural,0.0,0.477721,0.429511,0.0
151,"[13.13, 80.23]",59,7,13039.1587,0.4742,Chennai,Rejected,0.0,0.007112,0.083926,0.0
152,"[12.95, 80.24]",101,24,22539.0955,0.5051,Chennai,Rejected,0.0,0.09496,0.005843999999999999,0.0
153,"[12.96, 80.24]",157,25,26215.6604,0.5895,Chennai,PeriUrban,0.392257,0.49306099999999997,0.10591700000000001,3.0
154,"[12.97, 80.24]",137,32,24352.7036,0.5207,Chennai,PeriUrban,0.245435,0.753835,0.00073,1.0
155,"[12.98, 80.24]",143,25,23656.9209,0.5311,Chennai,PeriUrban,0.0,0.592403,0.407597,2.0
156,"[12.99, 80.24]",114,14,20806.2802,0.4053,Chennai,Rural,0.0,0.024836,0.9751639999999999,0.0
157,"[13.0, 80.24]",89,14,20543.6079,0.5207,Chennai,Rural,0.0,0.0,1.0,0.0
158,"[13.01, 80.24]",111,16,19051.6224,0.5399,Chennai,Rural,0.0,0.22279000000000002,0.7772100000000001,0.0
159,"[13.02, 80.24]",85,28,18651.7129,0.5447,Chennai,Rural,0.0,0.0,1.0,0.0
160,"[13.03, 80.24]",131,15,22221.4338,0.5575,Chennai,PeriUrban,0.0,0.9138059999999999,0.086194,2.0
161,"[13.04, 80.24]",124,20,22733.2548,0.612,Chennai,PeriUrban,0.0,1.0,0.0,2.0
162,"[13.05, 80.24]",132,28,23137.2167,0.6261,Chennai,PeriUrban,0.0,1.0,0.0,2.0
163,"[13.06, 80.24]",102,10,18412.2797,0.5851,Chennai,Rural,0.0,0.282688,0.717312,0.0
164,"[13.07, 80.24]",184,32,27397.388,0.4726,Chennai,PeriUrban,0.0,0.9605549999999999,0.039445,2.0
165,"[13.08, 80.24]",105,14,19555.8258,0.6056,Chennai,PeriUrban,0.0,0.745069,0.254931,2.0
166,"[13.09, 80.24]",104,14,18137.0532,0.5931,Chennai,PeriUrban,0.021183,0.964938,0.013878999999999999,2.0
167,"[13.1, 80.24]",155,36,27177.3933,0.544,Chennai,PeriUrban,0.11468199999999999,0.708546,0.176771,2.0
168,"[13.11, 80.24]",158,33,25259.5743,0.6711,Chennai,Urban,0.839299,0.160701,0.0,4.0
169,"[13.12, 80.24]",121,20,22250.0128,0.6364,Chennai,PeriUrban,0.116874,0.759679,0.0,2.0
170,"[13.13, 80.24]",106,14,18017.082,0.5338,Chennai,Rejected,0.0,0.130868,0.077525,0.0
171,"[12.95, 80.25]",80,8,16536.3025,0.5074,Chennai,Rejected,0.0,0.20599,0.113952,0.0
172,"[12.96, 80.25]",161,27,25165.8606,0.5858,Chennai,PeriUrban,0.467495,0.532505,0.0,3.0
173,"[12.97, 80.25]",164,18,26956.1953,0.544,Chennai,PeriUrban,0.151936,0.8480639999999999,0.0,2.0
174,"[12.98, 80.25]",164,27,28974.6558,0.5827,Chennai,PeriUrban,0.0,0.925493,0.074507,2.0
175,"[12.99, 80.25]",177,36,28507.0577,0.6318,Chennai,PeriUrban,0.0,0.710738,0.28926199999999996,2.0
176,"[13.0, 80.25]",100,41,25389.7866,0.6297,Chennai,Rural,0.0,0.479182,0.520818,0.0
177,"[13.01, 80.25]",44,4,9750.4154,0.3809,Chennai,Rural,0.0,0.002191,0.9978090000000001,0.0
178,"[13.02, 80.25]",101,14,19435.8395,0.6212,Chennai,Rural,0.0,0.110299,0.8897010000000001,0.0
179,"[13.03, 80.25]",138,19,23177.7943,0.6583,Chennai,PeriUrban,0.0,0.822498,0.177502,2.0
180,"[13.04, 80.25]",143,29,24108.3551,0.5622,Chennai,PeriUrban,0.004267,0.945946,0.049787,2.0
181,"[13.05, 80.25]",151,23,24384.6085,0.5166,Chennai,PeriUrban,0.017531,0.982469,0.0,2.0
182,"[13.06, 80.25]",117,12,19987.2638,0.5096,Chennai,PeriUrban,0.0,0.7100069999999999,0.289993,2.0
183,"[13.07, 80.25]",105,21,19588.9516,0.5947,Chennai,PeriUrban,0.0,0.972973,0.027027,2.0
184,"[13.08, 80.25]",142,20,23240.4267,0.647,Chennai,PeriUrban,0.442659,0.557341,0.0,3.0
185,"[13.09, 80.25]",194,47,29218.2144,0.6358,Chennai,Urban,0.9627469999999999,0.037252999999999994,0.0,5.0
186,"[13.1, 80.25]",76,10,12981.0075,0.5517,Chennai,Urban,0.580716,0.419284,0.0,3.0
187,"[13.11, 80.25]",257,36,31289.3968,0.6634,Chennai,Urban,0.599708,0.400292,0.0,3.0
188,"[13.12, 80.25]",194,66,33397.3939,0.6246,Chennai,PeriUrban,0.227173,0.363039,0.0,2.0
189,"[13.13, 80.25]",140,21,20595.1109,0.5929,Chennai,Rejected,0.0,0.0,0.0,0.0
190,"[12.95, 80.26]",18,0,4089.9321,0.4708,Chennai,Rejected,0.0,0.0036520000000000003,0.14244,0.0
191,"[12.96, 80.26]",103,12,12657.9703,0.6131,Chennai,Rejected,0.0,0.089116,0.33966399999999997,0.0
192,"[12.97, 80.26]",121,26,17436.1496,0.6025,Chennai,Rural,0.0,0.34915999999999997,0.331629,0.0
193,"[12.98, 80.26]",80,14,15023.3395,0.6116,Chennai,Rural,0.0,0.450694,0.466764,0.0
194,"[12.99, 80.26]",144,26,23197.0351,0.6423,Chennai,Rural,0.0,0.47553,0.52447,0.0
195,"[13.0, 80.26]",93,17,18050.6212,0.5594,Chennai,Rural,0.0,0.07889,0.92111,0.0
196,"[13.01, 80.26]",39,1,8665.6408,0.4217,Chennai,Rural,0.0,0.0,0.958364,0.0
197,"[13.02, 80.26]",158,40,26270.05,0.5657,Chennai,PeriUrban,0.0,0.688824,0.311176,2.0
198,"[13.03, 80.26]",146,25,23965.0437,0.6298,Chennai,PeriUrban,0.083272,0.9167280000000001,0.0,2.0
199,"[13.04, 80.26]",115,25,23677.9214,0.613,Chennai,PeriUrban,0.103129,0.8968709999999999,0.0,2.0
200,"[13.05, 80.26]",142,30,23838.6126,0.604,Chennai,PeriUrban,0.299489,0.700511,0.0,3.0
201,"[13.06, 80.26]",148,35,25799.2293,0.5529999999999999,Chennai,PeriUrban,0.403944,0.590942,0.005113,3.0
202,"[13.07, 80.26]",171,44,27889.5085,0.5307,Chennai,PeriUrban,0.17457999999999999,0.82542,0.0,2.0
203,"[13.08, 80.26]",122,24,20723.278000000002,0.6097,Chennai,PeriUrban,0.068663,0.9313370000000001,0.0,2.0
204,"[13.09, 80.26]",223,56,27715.2733,0.7024,Chennai,Urban,0.792549,0.20745100000000002,0.0,4.0
205,"[13.1, 80.26]",180,57,26288.4638,0.5472,Chennai,Urban,0.513514,0.486486,0.0,3.0
206,"[13.11, 80.26]",163,31,24340.7596,0.6366,Chennai,Urban,0.585829,0.414171,0.0,3.0
207,"[13.12, 80.26]",124,58,24612.6585,0.6301,Chennai,PeriUrban,0.130022,0.5142439999999999,0.004383,2.0
208,"[13.13, 80.26]",67,6,7645.2858,0.4652,Chennai,Rejected,0.0,0.0,0.0,0.0
209,"[12.95, 80.27]",0,0,0.0,0.1866,Chennai,Rejected,0.0,0.0,0.0,0.0
210,"[12.96, 80.27]",0,0,0.0,0.2444,Chennai,Rejected,0.0,0.0,0.0,0.0
211,"[12.97, 80.27]",0,0,0.0,0.2223,Chennai,Rejected,0.0,0.0,0.0,0.0
212,"[12.98, 80.27]",0,0,16.4132,0.243,Chennai,Rejected,0.0,0.0,0.004383,0.0
213,"[12.99, 80.27]",16,2,3355.0252,0.4634,Chennai,Rejected,0.0,0.0,0.148283,0.0
214,"[13.0, 80.27]",41,5,7435.0353,0.4325,Chennai,Rejected,0.0,0.0,0.39737,0.0
215,"[13.01, 80.27]",21,4,5125.2669,0.1666,Chennai,Rejected,0.0,0.0,0.501096,0.0
216,"[13.02, 80.27]",126,23,19381.9442,0.6373,Chennai,Rural,0.010226,0.42805,0.479912,0.0
217,"[13.03, 80.27]",142,15,20421.2678,0.6551,Chennai,Urban,0.547845,0.433163,0.016801,3.0
218,"[13.04, 80.27]",167,27,26554.8795,0.5605,Chennai,PeriUrban,0.09388300000000001,0.8115220000000001,0.094595,2.0
219,"[13.05, 80.27]",262,31,31117.8656,0.6891,Chennai,Urban,0.792549,0.20745100000000002,0.0,4.0
220,"[13.06, 80.27]",192,43,25170.7363,0.5742,Chennai,Urban,0.638422,0.327977,0.033601,3.0
221,"[13.07, 80.27]",116,24,22265.1197,0.4949,Chennai,PeriUrban,0.100073,0.614317,0.28561,2.0
222,"[13.08, 80.27]",176,20,24627.4977,0.541,Chennai,Urban,0.607012,0.392988,0.0,3.0
223,"[13.09, 80.27]",126,42,22326.7982,0.5589999999999999,Chennai,Urban,0.505478,0.494522,0.0,3.0
224,"[13.1, 80.27]",127,26,21726.3564,0.5852,Chennai,PeriUrban,0.125639,0.723156,0.151205,2.0
225,"[13.11, 80.27]",191,29,25355.13,0.5238,Chennai,Urban,0.671293,0.328707,0.0,5.0
226,"[13.12, 80.27]",174,30,23929.2391,0.4734,Chennai,Urban,0.497443,0.341125,0.002191,3.0
227,"[13.13, 80.27]",47,8,10313.3022,0.3864,Chennai,Rejected,0.0,0.0,0.0,0.0
228,"[12.95, 80.28]",0,0,0.0,0.0,Chennai,Rejected,0.0,0.0,0.0,0.0
229,"[12.96, 80.28]",0,0,0.0,0.0,Chennai,Rejected,0.0,0.0,0.0,0.0
230,"[12.97, 80.28]",0,0,0.0,0.1293,Chennai,Rejected,0.0,0.0,0.0,0.0
231,"[12.98, 80.28]",0,0,0.0,0.075,Chennai,Rejected,0.0,0.0,0.0,0.0
232,"[12.99, 80.28]",0,0,0.0,0.1632,Chennai,Rejected,0.0,0.0,0.0,0.0
233,"[13.0, 80.28]",0,0,0.0,0.2189,Chennai,Rejected,0.0,0.0,0.0,0.0
234,"[13.01, 80.28]",0,0,0.0,0.1573,Chennai,Rejected,0.0,0.0,0.0,0.0
235,"[13.02, 80.28]",0,0,0.0,0.3636,Chennai,Rejected,0.0,0.0,0.0,0.0
236,"[13.03, 80.28]",1,0,403.7016,0.4172,Chennai,Rejected,0.0,0.0,0.027757,0.0
237,"[13.04, 80.28]",7,6,3801.1268,0.4218,Chennai,Rejected,0.0,0.004979,0.056899,0.0
